raw,processed,label
sesuai pesanan; kemasan ok banget full bubble wrap; harga murah; pengiriman cepat. terima kasih; recommended,sesuai pesan kemas ok banget full bubble wrap harga murah kirim cepat terima kasih recommended,1
Produk sesuai dgn pesanan,produk sesuai dengan pesan,1
ok bgt..suka pkonya..mantap,ok banget suka pkonya mantap,1
semuanya OKE banget.,semua oke banget,1
Good quality; cm pengirimannya agak lama smp 5 hr ,good quality cuma kirim agak lama sampai hari,1
Mudah2an benar2 wangi; krn selama ini pakai karbol yg biasa,mudah an benar wangi karena lama ini pakai karbol yang biasa,1
katanya 10 batang Dateng cuman 4 biji donk ga sesuai ;ga jelas,kata batang datang hanya biji dong tidak sesuai tidak jelas,0
ngepacknya terlalu asal2an untung gaada yang bocor; sampe sabun batangnya patah. udah pengirimannya lama.,ngepacknya terlalu asal an untung tidak ada yang bocor sampai sabun batang patah sudah kirim lama,0
Produk sesuai..pengiriman cepet banget..👍,produk sesuai kirim cepat banget,1
Mantappp;terimakasih gan dan sukses selalu,mantap terimakasih juragan dan sukses selalu,1
isinya stgh lbh dikit; pdhl di botol n di etalase jelas2 125ml;.. sempat ajukan komplain;. jawabannya bs ditebak lhaa heheheee kapok;..👎👎,isi tengah lebih dikit padahal di botol dan di etalase jelas ml sempat aju komplain jawab bisa tebak lhaa hehehe kapok,0
produk original berkualitas.. tp jasa pengiriman &#39;AnterAja&#39;-nya pengiriman nya.. pake &#39;Next Day&#39;  malah 3 hari baru sampe..,produk original kualitas tapi jasa kirim anteraja nya kirim nya pakai lanjut hari bahkan hari baru sampai,0
ngirimnya lama bgt. dan pas dilacak; sistem tracing ga berubah2. bahkan sampe brgnya dah dtg 😅,ngirimnya lama banget dan pas lacak sistem tracing tidak ubah bahkan sampai brgnya sudah datang,0
pengiriman lama; terima kasih,kirim lama terima kasih,0
Pengiriman lama; pdhal pake reguler,kirim lama padahal pakai reguler,0
Delivery lama; order tgl 4; barang sampai tgl 13 ...,delivery lama order tanggal barang sampai tanggal,0
Harga ok karena dapet dari flash sale.. Lumayan buat bersihin barang2 klo habis pergi2.. ,harga ok karena dapat dari flash sale lumayan buat bersihin barang kalau habis pergi,1
Pengiriman yg cepat dan produk sesuai dgn deskripsi,kirim yang cepat dan produk sesuai dengan deskripsi,1
Alhamdulillahi; Produk bagus Packing bagus mantap terima kasih.,alhamdulillah produk bagus packing bagus mantap terima kasih,1
Tutup botol kurang rapat,tutup botol kurang rapat,0
shampo dan condi nya cocok untuk rambut singaku! pasti akan repurchase ❤️,shampo dan condi nya cocok untuk rambut singa pasti akan repurchase,1
satu pack diterima dalam kondisi kotor mungkin karena penyimpanan atau transport. isi masih bagus,satu pack terima dalam kondisi kotor mungkin karena simpan atau transport isi masih bagus,0
pengiriman cepat dan packing rapi..mantab,kirim cepat dan packing rapi mantab,1
Pengirimannya lama banget.,kirim lama banget,0
SHAMPONYA WANGI; GRATIS ONGKIR LG; LANGGANAN BELI DISINI...PENGIRIMAN CEPAT &amp; RAPI MAKASIH YA,shamponya wangi gratis ongkos kirim lagi langgan beli sini kirim cepat amp rapi terima kasih iya,1
Pesan dari 10 Nov; baru sampai 16 Nov. menggunakan alasan 11.11.,pesan dari nov baru sampai nov guna alas,0
kalengnya penyok semua. padahal pakai kardus &amp; bubble wrap. saya curiga memang sudah penyok sebelum dipacking.  tidak ada 1 pun yang tidak penyok.,kaleng penyok semua padahal pakai kardus amp bubble wrap saya curiga memang sudah penyok belum dipacking tidak ada pun yang tidak penyok,0
Sesuai; tq,sesuai thank you,1
paket tiba di rumah dgn aman dan selamat thanks seller dan toped serta kurir.,paket tiba di rumah dengan aman dan selamat terima kasih seller dan toped serta kurir,1
Beli 6 kaleng tetapi 3kaleng penyok.,beli kaleng tetapi kaleng penyok,0
puas banget; pake air ballon jadi aman gak ada yg bocor ,puas banget pakai air ballon jadi aman enggak ada yang bocor,1
Bocor Molto nya 1 ...isi tinggal setengah ,bocor molto nya isi tinggal tengah,1
Gak tertutup rapat; bocor dari tutupnya,enggak tutup rapat bocor dari tutup,0
Pengiriman pakai kurir toko 3 hari sampai; ga taunya di kirim pake wahana dari sana. yg mau beli pake kurir toko; mending pikir2 lagi..,kirim pakai kurir toko hari sampai tidak tau di kirim pakai wahana dari sana yang mau beli pakai kurir toko lebih baik pikir lagi,0
pengemasan baik; exp jauh; terima kasih❤❤❤❤,emas baik exp jauh terima kasih,1
dibungkus dengan rapi dan sampai nya cepat. thanks,bungkus dengan rapi dan sampai nya cepat terima kasih,1
Mantap; terima kasih!,mantap terima kasih,1
diproses dihari yg sama. packing aman. barang sesuai pesanan. terima kasih.,proses hari yang sama packing aman barang sesuai pesan terima kasih,1
Sabun sama kecap packagingnya jadi satu; harusnya dipisah supya kecap tidak bau sabun!,sabun sama kecap packagingnya jadi satu harus pisah supya kecap tidak bau sabun,0
Kualitas sudahh terbukti,kualitas sudahh bukti,1
ada yg bocor,ada yang bocor,0
Produk original dan pengiriman cepat ♥️👍,produk original dan kirim cepat,1
ngeproses sampai mengirimkan barangnya lama,ngeproses sampai kirim barang lama,0
kemasan kaleng peyot dan bonyok. plastik kemasan rusak dan packing kurang aman.,kemas kaleng peyot dan ayah ibu plastik kemas rusak dan packing kurang aman,0
makasih netsle .isthe best,terima kasih netsle isthe best,1
mantaaap..... puas.. recommended seller,mantap puas recommended seller,1
kelengkapan barang tidak sesuai dengan depkripsi.,lengkap barang tidak sesuai dengan depkripsi,0
Barang sesuai gambar; klo sering diskon saya akan beli lagi,barang sesuai gambar kalau sering diskon saya akan beli lagi,1
pengiriman agak lama,kirim agak lama,1
makasih seller. wanginya enak.,terima kasih seller wangi enak,1
Good..trima kasih..kiriman nya cepat,good terima kasih kasih kirim nya cepat,1
sip sesuai pesanan 😊,sip sesuai pesan,1
Pengiriman barang harus sampai 2 x kirim dan ada komplain; akibat kurang kirim barang di pengiriman yg pertama. ,kirim barang harus sampai kali kirim dan ada komplain akibat kurang kirim barang di kirim yang pertama,0
Produk sangat baik. Proses pengiriman sangat cepat. 👍,produk sangat baik proses kirim sangat cepat,1
barang sudah sampai; packing rapi; terima kasih,barang sudah sampai packing rapi terima kasih,1
Barang datang lama; packing berantakan,barang datang lama packing beranta,0
pengiriman dari toko telat ;kecepatan chat telat; kurir  pengambilan barang telat jd serba telat..saya kasih bintang 3 untuk barang aja and untuk toko kurang memuaskan....,kirim dari toko lambat cepat chat lambat kurir ambil barang lambat jadi serba lambat saya kasih bintang untuk barang saja dan untuk toko kurang muas,0
Ikut kasih bintang 1 karena toko ga fair &amp; sdh sangat mengecewakan..,ikut kasih bintang karena toko tidak fair amp sudah sangat kecewa,0
Barang asliii....packing rapi; barang cepat sampe; suka sama produk ini; cocok utk kulit saya.     ,barang asli packing rapi barang cepat sampai suka sama produk ini cocok untuk kulit saya,1
bagus; barang berkwalitas ; segel; pangiriman cepat; packaging bagus baik; terima kasih,bagus barang berkwalitas segel pangiriman cepat packaging bagus baik terima kasih,1
pengiriman cepat; packing bubble sampai dengan aman sampai tujuan.. terimakasih,kirim cepat packing bubble sampai dengan aman sampai tuju terimakasih,1
Barang diterima sdh dlm keadaan bocor.. tidak dikasih bubble wrap sm sekali....,barang terima sudah dalam ada bocor tidak kasih bubble wrap sama sekali,0
kirimnya super lama sampai dikomplain; 15 hari baru sampai.,kirim super lama sampai komplain hari baru sampai,0
lama barang smpe ya;;  smpe seminggu lebh,lama barang sampai iya sampai minggu lebih,0
saya beli 20kaleng dan semuanya penyok2 yg lumayan dalam pdhl pakai bubblewrap dan dus..untung utk mnm sendiri jd msh gpp..terimakasih..,saya beli kaleng dan semua penyok yang lumayan dalam padahal pakai bubblewrap dan dus untung untuk mnm sendiri jadi masih tidak apa terimakasih,0
baru kali ini order di market place sekelas toko resmi official kecewa; barang seminggu baru sampe.,baru kali ini order di market place kelas toko resmi official kecewa barang minggu baru sampai,0
lama beneer nyampenya....  udah ampir lupa pernah beli,lama beneer sampai sudah ampir lupa pernah beli,1
harga mahal...packing tidak bagus,harga mahal packing tidak bagus,0
barang udah sampai sesuwai pesanan ,barang sudah sampai sesuwai pesan,0
diajukan cancel udah; padahal belum di kirim. di cancel SUSAH BGT; kan itu bikin emosi jiwa.  inget niih kepuasan pelanggan No. 1 buru² bgt kyk udah kebelet ke toilet,aju batal sudah padahal belum di kirim di batal susah banget kan itu buat emosi jiwa ingat nih puas langgan no buru banget kayak sudah kebelet ke toilet,0
Pemgiriman lambat;  ga komunikatif;  packing asal asalan;  pesan 20 batang yg dikirim 5; di complain ke penjual dengan bukti foto malah ga percaya ngerepotin pembeli minta foro bukti kirim segala;  kekurangan 15 batang datang seminggu setelah di complain;  nyesal dan ga ikhlaa belanja disini semoga ga ada korban lagi,pemgiriman lambat tidak komunikatif packing asal asal pesan batang yang kirim di complain ke jual dengan bukti foto bahkan tidak percaya ngerepotin beli minta foro bukti kirim segala kurang batang datang minggu telah di complain nyesal dan tidak ikhlaa belanja sini moga tidak ada korban lagi,0
kirain dpt 2 gtwnya 1 doank. mana lama bgt LG dtgnya.,ira dapat gtwnya doang mana lama banget lagi dtgnya,0
Tumben packingnya ga pake kardus cuman dibungkua bubble wrap aja pdhl cairan. Pengiriman lama banget order 13 Okt baru sampe 19 Okt,tumben packingnya tidak pakai kardus hanya dibungkua bubble wrap saja padahal cair kirim lama banget order okt baru sampai okt,0
packaging tidak rapih; salah satu sisi box terbuka. pengirimannya lama,packaging tidak rapi salah satu sisi box buka kirim lama,0
Kurirnya kurang ajar!,kurir kurang ajar,0
banyak yg pesok...gk bocor sih. cuma utk packingnya tlng di baiki lg,banyak yang pesok gak bocor sih cuma untuk packingnya tlng di baik lagi,1
produk tdk dibubble wrap dan 1 produk bocor,produk tidak dibubble wrap dan produk bocor,0
respon dan pengiriman cukup cepat; packing bubble wrap sama kardus,respon dan kirim cukup cepat packing bubble wrap sama kardus,1
Baunya kaya minyak rambut kakek2😂😂,bau kayak minyak rambut kakek,0
barang sampai sesuai pesanan. trims,barang sampai sesuai pesan terima kasih,1
Beli dari tgl 9juli; ckck masa official store packing nya begini😮‍💨😮‍💨,beli dari tanggal juli ck masa official store packing nya begini,0
pengiriman kali ini cepat.,kirim kali ini cepat,1
Kalengnya entah knp ga ada 1 juga yg mulus... padahal dus nya baik2 aja...,kaleng tidak tahu kenapa tidak ada juga yang mulus padahal dus nya baik saja,0
pengiriman lamaaaa dri tgl 3 mei bru smpai 9 mei ,kirim lama dari tanggal mei baru sampai mei,0
Dove sabun cair yg wangi; wanginya lama hilangnya; sudah dr dulu sy percaya kepada produk produk Unilever,dove sabun cair yang wangi wangi lama hilang sudah dari dulu saya percaya kepada produk produk unilever,1
Lembut dan wangi. ,lembut dan wangi,1
Barangnya tidak sampai di rumah; stocknya kyknya meragukan,barang tidak sampai di rumah stocknya kayak ragu,0
sayang bgt deh dateng kardusnya penyok. order dari jumat br sampe rabu. semoga official store selalu memperbaiki kecepatan proses ordernya ya,sayang banget deh datang kardus penyok order dari jumat baru sampai rabu moga official store selalu baik cepat proses order iya,0
ED ;2020 semua; ini Maret 2020,edisi semua ini maret,0
Baru pesen kemaren; tadi siang sdh sampai 👍👍👍👍,baru pesan kemarin tadi siang sudah sampai,1
pengiriman cukup lama,kirim cukup lama,0
dikemas dg baik; kardus dan double bubble wrap.. tidak ada yg penyok,kemas dengan baik kardus dan double bubble wrap tidak ada yang penyok,1
Barang sesuai pesanan; packing rapi; terima kasih,barang sesuai pesan packing rapi terima kasih,1
sesuai yg diorder; fast respon; packaging rapi,sesuai yang order fast respon packaging rapi,1
Walaupun pengiriman lama. Cukup puas karna dapat bonus 2 cup koko krunch sereal dan seller sudah meminta maaf atas keterlambatan pengiriman melalui kolom chat; jadi bintang 5 untuk produk ini &amp; juga untuk seller. Recommended ya!,walaupun kirim lama cukup puas karena dapat bonus cup koko krunch real dan seller sudah minta maaf atas lambat kirim lalu kolom chat jadi bintang untuk produk ini amp juga untuk seller recommended iya,1
Sayangnya cuman ga ada bau2 moltonya; lbh mirip bau detergen,sayang hanya tidak ada bau moltonya lebih mirip bau detergen,1
Volume cairan tidak full. Bocor,volume cair tidak full bocor,0
seller fast respon; pengiriman cepat; barang sesuai ..thx,seller fast respon kirim cepat barang sesuai terimakasih,1
Produk Berkualitas; Packing Bubble Wrap+Kardus; Seller Responsif dan Pengiriman SICEPAT Sangat Luarbiasa Cepatnya.,produk kualitas packing bubble wrap kardus seller responsif dan kirim sicepat sangat luarbiasa cepat,1
Thanks; pengiriman cepat. Packing rapih ,terima kasih kirim cepat packing rapi,1
teh nya udah mau kadaluarsa,kakak perempuan nya sudah mau kadaluarsa,0
pengiriman smp 7 hari lbh ; tlg bs diperbaiki lg ; maaf 🙏🙏🙏 terima kssih,kirim sampai hari lebih tolong bisa baik lagi maaf terima ke ih,0
klo ada flash sale seperti ini sering👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,kalau ada flash sale seperti ini sering,1
Baru kali ini kecewa bgt,baru kali ini kecewa banget,0
Produk sesuai hanya saja pengiriman nya lama banget 4 hari kerja + 2 hari libur setelah di chat baru dibilang kalo biaya ongkir nya kurang dan saya harus transfer manual ke rekening Unilever nya; saya kecewa nya kenapa ga dari hari pertama di proses bilang nya? Pas saya chat di hari keempat saya menunggu baru dikabarin kalo biaya ongkir nya kurang setelah saya transfer baru sehari kemudian barang nya sampai. Saya rasa ada misscomm antara bagian pengiriman dan kurir nya jadi berat belanjaan saya total nya 3.1 kg menurut peritungan Tokopedia nya itu masih 3 kg tapi kalo menurut kurir itu sudah masuk nya 4 kg jadi kurang deh biaya ongkir nya but It’s okay sudah saya terima dengan baik semua produk nya; terima kasih.,produk sesuai hanya saja kirim nya lama banget hari kerja hari libur telah di chat baru bilang jika biaya ongkos kirim nya kurang dan saya harus transfer manual ke rekening unilever nya saya kecewa nya kenapa tidak dari hari pertama di proses bilang nya pas saya chat di hari empat saya tunggu baru dikabarin jika biaya ongkos kirim nya kurang telah saya transfer baru hari kemudian barang nya sampai saya rasa ada mi comm antara bagi kirim dan kurir nya jadi berat belanja saya total nya kg turut peritungan tokopedia nya itu masih kg tapi jika turut kurir itu sudah masuk nya kg jadi kurang deh biaya ongkos kirim nya but itu si okay sudah saya terima dengan baik semua produk nya terima kasih,0
lama banget pengiriman nya,lama banget kirim nya,0
barangnya bagus sesuai gambar.cuma pengiriman anter aja agak lama banget,barang bagus sesuai gambar cuma kirim antar saja agak lama banget,1
Barang sampai tapi salah satunya bocor,barang sampai tapi salah satu bocor,0
jadi saya Beli produk rinso matic cair di store Unilever Langsung. didlm kardus terdapat 3 refil tapi 1 refill nya bocor lalu dibungkus plastik Rapat sedangkan yg 2 tidak dibungkus spt digambar diatas. Tolong ya Dr pihak tokopedia ada tindaklanjut krn selama saya Beli tidak pernah seperti ini,jadi saya beli produk rinso matic cair di store unilever langsung didlm kardus dapat refil tapi refill nya bocor lalu bungkus plastik rapat sedang yang tidak bungkus seperti gambar atas tolong iya dari pihak tokopedia ada tindaklanjut karena lama saya beli tidak pernah seperti ini,0
